date;product_id;customer_id;quantity;price;text
2021.12.24;;C0028;39;2405;P001shipment_delay?? carrier=??
2025.12.24;;C0001;278;1218;P007invoice mismatch qty??
2021.03.15;;C0021;295;715;P030promo RX?? code invalid
2023.08.18;;C0030;2;1119;P041exp_date?? unclear ###
2022.12.23;;C0010;259;2439,7;P007exp_date?? unclear ###
2025.03.20;;C0030;2;2800;P001WH-02 stock_flag=LOW
2023.08.08;;C0028;2;1119;P027promo RX?? code invalid
2026.06.05;;C0027;2;1119;P008shipment_delay?? carrier=??
2021.07.24;;C0028;6;2405;P001promo RX?? code invalid
2021.11.11;;C0007;247;2405;P001invoice mismatch qty??
2024.11.18;;C0001;248;1218;P042INV?? missing-line / batch exp??
2021.04.20;;C0026;2;1119;P020storage temp?? 22C??
2025.01.30;;C0001;248;1218;P026shipment_delay?? carrier=??
2021.01.05;;C0004;11;691;P043WH-02 stock_flag=LOW
2022.09.24;;C0010;65;1254;P005INV?? missing-line / batch exp??
2021.02.15;;C0012;31;2405;P001LOT#?? unstable temp log
2021.04.01;;C0023;2;1119;P041INV?? missing-line / batch exp??
2026.09.16;;C0003;2;2800;P002reorder_flag=1 ???
2022.05.23;;C0023;2;1119;P016reorder_flag=1 ???
2025.05.22;;C0019;2;1119;P050storage temp?? 22C??
2023.09.19;;C0026;2;2547;P014INV?? missing-line / batch exp??
2021.09.17;;C0027;82;2405;P001WH-02 stock_flag=LOW
2023.03.22;;C0024;2;2547;P010WH-02 stock_flag=LOW
2023.12.03;;C0002;259;1117;P037INV?? missing-line / batch exp??
2022.06.02;;C0028;188;2405;P001exp_date?? unclear ###
2024.02.02;;C0028;259;1691,74;P008exp_date?? unclear ###
2021.01.05;;C0007;13;687;P024batch-check FAIL
2023.12.07;;C0026;259;1117;P034INV?? missing-line / batch exp??
2023.12.10;;C0022;2;2547;P040invoice mismatch qty??
2024.02.11;;C0001;235;1218;P008promo RX?? code invalid
2022.11.18;;C0015;259;1117;P031batch-check FAIL
2023.12.30;;C0011;3;2547;P025storage temp?? 22C??
2021.01.13;;C0021;21;711;P024INV?? missing-line / batch exp??
2025.08.04;;C0019;2;1119;P032reorder_flag=1 ???
2024.01.15;;C0001;235;1218;P048exp_date?? unclear ###
2023.11.12;;C0021;259;1117;P050reorder_flag=1 ???
2024.08.21;;C0007;3;2547;P017invoice mismatch qty??
2021.08.30;;C0003;60;2405;P001exp_date?? unclear ###
2022.02.05;;C0017;259;1117;P023reorder_flag=1 ???
2023.02.27;;C0029;3;2547;P025shipment_delay?? carrier=??
2025.04.28;;C0018;2;1119;P023shipment_delay?? carrier=??
2026.08.15;;C0014;2;1119;P032batch-check FAIL
2024.10.19;;C0015;3;2547;P039promo RX?? code invalid
2024.04.05;;C0013;2;1119;P041invoice mismatch qty??
2025.03.10;;C0024;2;2800;P021shipment_delay?? carrier=??
2023.01.01;;C0021;259;2963,81;P035invoice mismatch qty??
2021.03.16;;C0007;134;715;P043INV?? missing-line / batch exp??
2022.02.28;;C0002;259;2450,57;P047promo RX?? code invalid
2026.09.26;;C0001;1;1320;P041shipment_delay?? carrier=??
2025.08.23;;C0012;2;1119;P047exp_date?? unclear ###
2021.07.13;;C0012;2;1119;P020promo RX?? code invalid
2024.06.30;;C0005;2;1119;P020exp_date?? unclear ###
2024.08.29;;C0004;2;1119;P041LOT#?? unstable temp log
2023.04.07;;C0003;2;1119;P037LOT#?? unstable temp log
2021.01.17;;C0027;14;691;P030WH-02 stock_flag=LOW
2023.08.22;;C0009;4;2547;P002batch-check FAIL
2024.07.31;;C0030;3;1119;P042exp_date?? unclear ###
2026.06.16;;C0020;2;2800;P001storage temp?? 22C??
2023.03.02;;C0001;123;1254;P005batch-check FAIL
2021.03.20;;C0015;76;715;P043exp_date?? unclear ###
2024.05.09;;C0030;3;1119;P045storage temp?? 22C??
2021.03.21;;C0029;239;715;P030promo RX?? code invalid
2021.11.25;;C0017;76;2405;P001invoice mismatch qty??
2021.07.29;;C0026;3;1119;P007exp_date?? unclear ###
2023.05.20;;C0019;3;1119;P037WH-02 stock_flag=LOW
2022.03.25;;C0019;93;2405;P001promo RX?? code invalid
2024.05.05;;C0019;3;1119;P016exp_date?? unclear ###
2024.01.22;;C0024;4;2547;P025promo RX?? code invalid
2021.03.22;;C0009;297;798;P046LOT#?? unstable temp log
2024.05.23;;C0017;3;1119;P045INV?? missing-line / batch exp??
2022.11.11;;C0014;289;2405;P001invoice mismatch qty??
2026.04.24;;C0025;2;2800;P033invoice mismatch qty??
2024.03.21;;C0018;4;2547;P017shipment_delay?? carrier=??
2021.12.15;;C0016;187;2405;P001storage temp?? 22C??
2023.06.30;;C0013;3;1119;P027INV?? missing-line / batch exp??
2026.06.28;;C0010;3;1119;P005WH-02 stock_flag=LOW
2025.06.06;;C0009;3;1119;P003reorder_flag=1 ???
2026.12.14;;C0001;235;1218;P047reorder_flag=1 ???
2026.09.20;;C0006;3;1256;P023promo RX?? code invalid
2022.10.10;;C0026;15;1254;P008LOT#?? unstable temp log
2026.08.29;;C0009;3;1119;P022reorder_flag=1 ???
2025.08.31;;C0029;2;2800;P014exp_date?? unclear ###
2025.05.10;;C0003;3;2800;P001reorder_flag=1 ???
2021.03.22;;C0013;138;715;P029batch-check FAIL
2026.09.26;;C0014;4;1321;P011reorder_flag=1 ???
2021.07.19;;C0003;3;1119;P032LOT#?? unstable temp log
2024.06.06;;C0001;3;1119;P020invoice mismatch qty??
2022.11.28;;C0019;259;1117;P006invoice mismatch qty??
2021.01.18;;C0030;9;688;P046WH-02 stock_flag=LOW
2021.12.18;;C0023;235;1050;P041WH-02 stock_flag=LOW
2024.05.03;;C0030;4;1119;P044storage temp?? 22C??
2021.03.30;;C0014;35;798;P029LOT#?? unstable temp log
2021.03.30;;C0022;54;805;P043batch-check FAIL
2021.01.19;;C0001;38;688;P024exp_date?? unclear ###
2021.01.24;;C0026;235;1050;P036WH-02 stock_flag=LOW
2024.10.07;;C0024;29;1254;P044shipment_delay?? carrier=??
2026.02.27;;C0001;246;1218;P020storage temp?? 22C??
2026.06.22;;C0025;4;1119;P006LOT#?? unstable temp log
2025.09.29;;C0009;28;1254;P023storage temp?? 22C??
2022.05.04;;C0025;4;1119;P032reorder_flag=1 ???
2021.01.21;;C0019;13;699;P043reorder_flag=1 ???
2023.02.11;;C0029;259;2678,67;P026WH-02 stock_flag=LOW
2024.03.27;;C0003;56;1254;P008WH-02 stock_flag=LOW
2021.04.03;;C0024;4;1119;P031storage temp?? 22C??
2025.08.08;;C0024;4;1119;P018LOT#?? unstable temp log
2025.09.17;;C0015;11;1254;P005INV?? missing-line / batch exp??
2021.03.31;;C0017;223;798;P030invoice mismatch qty??
2023.05.15;;C0017;4;1119;P034promo RX?? code invalid
2023.12.01;;C0008;259;1117;P019INV?? missing-line / batch exp??
2022.05.27;;C0017;4;1119;P018exp_date?? unclear ###
2021.10.11;;C0007;138;2405;P001exp_date?? unclear ###
2021.08.05;;C0014;281;2405;P001WH-02 stock_flag=LOW
2022.07.30;;C0028;267;2405;P001LOT#?? unstable temp log
2026.10.11;;C0018;7;1256;P042batch-check FAIL
2021.04.01;;C0030;37;733;P029storage temp?? 22C??
2022.10.02;;C0001;198;1254;P022promo RX?? code invalid
2026.08.10;;C0015;4;1119;P026exp_date?? unclear ###
2021.04.01;;C0026;171;715;P046promo RX?? code invalid
2022.04.12;;C0025;107;2405;P001storage temp?? 22C??
2025.06.16;;C0014;4;1119;P041invoice mismatch qty??
2024.02.29;;C0001;234;1218;P035batch-check FAIL
2021.04.01;;C0010;66;715;P043batch-check FAIL
2021.04.03;;C0012;157;798;P030batch-check FAIL
2021.04.03;;C0001;105;715;P043invoice mismatch qty??
2025.03.20;;C0003;4;1254;P018invoice mismatch qty??
2022.12.18;;C0018;259;1117;P049WH-02 stock_flag=LOW
2023.03.28;;C0006;196;1254;P032INV?? missing-line / batch exp??
2023.07.12;;C0011;4;1119;P006WH-02 stock_flag=LOW
2025.05.07;;C0010;4;1119;P019LOT#?? unstable temp log
2026.11.13;;C0007;3;2800;P038exp_date?? unclear ###
2022.05.11;;C0016;116;2405;P001WH-02 stock_flag=LOW
2021.01.22;;C0026;13;691;P024shipment_delay?? carrier=??
2024.01.15;;C0001;234;1218;P020promo RX?? code invalid
2025.08.19;;C0006;4;1119;P049INV?? missing-line / batch exp??
2023.06.08;;C0001;4;2547;P004LOT#?? unstable temp log
2022.08.19;;C0004;4;1119;P023WH-02 stock_flag=LOW
2024.11.18;;C0010;4;2547;P015invoice mismatch qty??
2023.03.27;;C0026;4;2547;P033reorder_flag=1 ???
2025.01.17;;C0016;3;2800;P015exp_date?? unclear ###
2025.07.10;;C0024;3;2800;P039invoice mismatch qty??
2026.10.04;;C0003;9;1189;P008INV?? missing-line / batch exp??
2021.05.06;;C0024;26;2405;P001exp_date?? unclear ###
2021.02.13;;C0004;235;1050;P042batch-check FAIL
2022.03.18;;C0002;198;1254;P031LOT#?? unstable temp log
2024.02.06;;C0020;4;2547;P021shipment_delay?? carrier=??
2025.05.17;;C0003;4;1119;P007invoice mismatch qty??
2024.12.10;;C0001;259;3465,02;P048promo RX?? code invalid
2025.11.04;;C0001;234;1218;P044promo RX?? code invalid
2023.06.20;;C0029;4;2547;P015WH-02 stock_flag=LOW
2026.09.18;;C0026;10;1320;P027promo RX?? code invalid
2021.09.28;;C0014;237;2405;P001reorder_flag=1 ???
2025.05.15;;C0002;4;1119;P006LOT#?? unstable temp log
2024.03.26;;C0018;21;1254;P032LOT#?? unstable temp log
2025.05.08;;C0002;4;1119;P005batch-check FAIL
2026.05.08;;C0029;5;1119;P032storage temp?? 22C??
2022.03.07;;C0013;198;1254;P044LOT#?? unstable temp log
2022.07.16;;C0025;277;2405;P001reorder_flag=1 ???
2022.11.23;;C0003;279;1117;P022reorder_flag=1 ???
2021.01.23;;C0026;14;688;P046reorder_flag=1 ???
2022.08.08;;C0021;5;1119;P022exp_date?? unclear ###
2025.12.25;;C0029;3;2800;P033promo RX?? code invalid
2021.03.14;;C0025;17;1254;P008invoice mismatch qty??
2026.09.11;;C0010;11;1320;P049promo RX?? code invalid
2022.12.26;;C0018;279;1117;P011storage temp?? 22C??
2022.10.03;;C0017;29;1254;P032exp_date?? unclear ###
2021.04.07;;C0011;203;733;P046shipment_delay?? carrier=??
2025.07.15;;C0021;5;1119;P041storage temp?? 22C??
2026.06.18;;C0019;5;1119;P032invoice mismatch qty??
2022.03.12;;C0011;158;2405;P001promo RX?? code invalid
2026.03.03;;C0022;198;1254;P027promo RX?? code invalid
2022.05.21;;C0008;21;2405;P001exp_date?? unclear ###
2023.05.28;;C0014;5;1119;P005invoice mismatch qty??
2021.07.14;;C0009;5;1119;P047reorder_flag=1 ???
2021.04.19;;C0020;113;2405;P001exp_date?? unclear ###
2026.07.17;;C0009;5;1119;P035INV?? missing-line / batch exp??
2024.03.23;;C0009;25;1254;P037invoice mismatch qty??
2024.10.11;;C0009;35;1254;P034storage temp?? 22C??
2025.10.16;;C0007;178;1254;P042promo RX?? code invalid
2021.03.18;;C0021;198;1254;P037storage temp?? 22C??
2023.04.29;;C0008;5;1119;P006LOT#?? unstable temp log
2026.09.15;;C0016;3;2800;P001INV?? missing-line / batch exp??
2023.01.11;;C0004;5;2547;P014promo RX?? code invalid
2024.12.11;;C0001;234;1218;P020exp_date?? unclear ###
2025.07.28;;C0027;3;2800;P012reorder_flag=1 ???
2023.08.11;;C0023;5;2547;P040LOT#?? unstable temp log
2022.11.26;;C0005;128;2405;P001storage temp?? 22C??
2024.02.12;;C0022;279;3875,8;P003storage temp?? 22C??
2023.10.29;;C0016;47;1254;P008shipment_delay?? carrier=??
2026.04.17;;C0005;5;1119;P049reorder_flag=1 ???
2025.05.05;;C0015;3;2800;P014batch-check FAIL
2026.12.28;;C0001;3;2800;P010exp_date?? unclear ###
2021.04.07;;C0006;234;715;P024LOT#?? unstable temp log
2023.11.03;;C0018;279;1117;P045shipment_delay?? carrier=??
2023.11.13;;C0010;279;1117;P049reorder_flag=1 ???
2026.05.17;;C0003;5;1119;P034promo RX?? code invalid
2026.05.06;;C0001;5;1119;P027batch-check FAIL
2025.12.22;;C0026;279;1541,52;P013promo RX?? code invalid
2022.08.20;;C0025;6;1119;P034LOT#?? unstable temp log
2022.03.28;;C0011;62;2405;P001shipment_delay?? carrier=??
2023.06.03;;C0025;6;1119;P011storage temp?? 22C??
2024.09.03;;C0026;145;1254;P027shipment_delay?? carrier=??
2023.01.16;;C0013;279;1117;P037reorder_flag=1 ???
2021.03.26;;C0001;198;1254;P041reorder_flag=1 ???
2021.11.30;;C0030;235;1050;P034storage temp?? 22C??
2025.02.18;;C0004;3;2800;P025WH-02 stock_flag=LOW
2021.01.24;;C0011;23;686;P029shipment_delay?? carrier=??
2024.02.16;;C0001;234;1218;P019LOT#?? unstable temp log
2025.04.02;;C0016;4;2800;P039exp_date?? unclear ###
2022.04.21;;C0025;6;1119;P050INV?? missing-line / batch exp??
2024.02.27;;C0018;5;2547;P009INV?? missing-line / batch exp??
2026.10.30;;C0011;11;1320;P047WH-02 stock_flag=LOW
2021.05.08;;C0015;250;2405;P001INV?? missing-line / batch exp??
2026.07.18;;C0025;6;1119;P020exp_date?? unclear ###
2023.03.19;;C0025;5;2547;P014shipment_delay?? carrier=??
2021.04.09;;C0006;45;715;P043reorder_flag=1 ???
2022.06.17;;C0014;172;2405;P001storage temp?? 22C??
2026.08.21;;C0019;6;1119;P003LOT#?? unstable temp log
2023.01.05;;C0009;279;1117;P022storage temp?? 22C??
2022.09.16;;C0027;143;2405;P001invoice mismatch qty??
2026.06.08;;C0029;4;2800;P001promo RX?? code invalid
2021.04.10;;C0015;238;715;P046invoice mismatch qty??
2021.11.05;;C0020;294;2405;P001WH-02 stock_flag=LOW
2021.05.18;;C0018;6;1119;P035storage temp?? 22C??
2025.12.28;;C0023;4;2800;P017exp_date?? unclear ###
2023.03.07;;C0011;5;2547;P038reorder_flag=1 ???
2021.01.24;;C0027;9;690;P029reorder_flag=1 ???
2022.05.10;;C0017;6;1119;P022INV?? missing-line / batch exp??
2025.09.02;;C0030;40;1254;P032LOT#?? unstable temp log
2024.09.08;;C0001;146;1254;P044LOT#?? unstable temp log
2025.09.09;;C0013;5;2800;P028promo RX?? code invalid
2021.01.30;;C0016;235;1050;P049reorder_flag=1 ???
2021.01.25;;C0022;14;688;P043LOT#?? unstable temp log
2021.04.15;;C0015;6;1119;P008exp_date?? unclear ###
2022.04.06;;C0016;31;2405;P001WH-02 stock_flag=LOW
2022.01.01;;C0024;246;1060;P042INV?? missing-line / batch exp??
2022.01.01;;C0001;279;3699,7;P050invoice mismatch qty??
2026.05.27;;C0014;6;1119;P016shipment_delay?? carrier=??
2025.10.23;;C0009;5;2800;P038LOT#?? unstable temp log
2023.07.07;;C0002;6;2547;P021invoice mismatch qty??
2023.02.12;;C0005;6;2547;P028INV?? missing-line / batch exp??
2021.04.11;;C0019;238;715;P046batch-check FAIL
2021.06.19;;C0013;6;1119;P049invoice mismatch qty??
2023.11.04;;C0012;279;1117;P050batch-check FAIL
2022.02.21;;C0020;237;2405;P001storage temp?? 22C??
2024.08.11;;C0011;6;1119;P026batch-check FAIL
2026.11.16;;C0025;5;2800;P039promo RX?? code invalid
2023.05.30;;C0003;6;2547;P012exp_date?? unclear ###
2022.03.12;;C0014;198;1254;P026LOT#?? unstable temp log
2026.08.13;;C0011;6;1119;P032WH-02 stock_flag=LOW
2021.06.02;;C0008;6;1119;P018exp_date?? unclear ###
2022.05.23;;C0030;130;2405;P001reorder_flag=1 ???
2023.08.24;;C0008;6;1119;P045exp_date?? unclear ###
2024.05.30;;C0025;7;2547;P038LOT#?? unstable temp log
2026.05.03;;C0007;6;1119;P042LOT#?? unstable temp log
2026.09.29;;C0003;5;2800;P028storage temp?? 22C??
2026.02.11;;C0004;5;2800;P017invoice mismatch qty??
2026.06.11;;C0005;6;1119;P048reorder_flag=1 ???
2025.05.02;;C0004;6;1119;P019reorder_flag=1 ???
2023.04.03;;C0026;7;2547;P004INV?? missing-line / batch exp??
2026.01.13;;C0026;5;2800;P010promo RX?? code invalid
2024.12.17;;C0001;234;1218;P044storage temp?? 22C??
2024.07.13;;C0021;7;2547;P001storage temp?? 22C??
2023.03.29;;C0006;198;1254;P027storage temp?? 22C??
2024.10.15;;C0014;59;1254;P008batch-check FAIL
2021.04.15;;C0016;221;733;P046promo RX?? code invalid
2022.03.31;;C0004;53;1254;P003batch-check FAIL
2021.04.15;;C0021;106;715;P024storage temp?? 22C??
2021.05.03;;C0002;6;1119;P050INV?? missing-line / batch exp??
2021.07.31;;C0027;136;2405;P001exp_date?? unclear ###
2023.12.08;;C0023;7;2547;P017promo RX?? code invalid
2024.08.15;;C0002;6;1119;P036promo RX?? code invalid
2022.04.04;;C0002;6;1119;P003reorder_flag=1 ???
2026.08.28;;C0001;6;1119;P036promo RX?? code invalid
2023.04.27;;C0019;8;2547;P025reorder_flag=1 ???
2021.01.26;;C0024;9;690;P024batch-check FAIL
2026.01.28;;C0001;251;1218;P003exp_date?? unclear ###
2023.03.20;;C0029;155;1254;P035shipment_delay?? carrier=??
2022.01.16;;C0017;279;1117;P022WH-02 stock_flag=LOW
2026.08.22;;C0030;7;1119;P003promo RX?? code invalid
2021.01.26;;C0019;9;688;P029LOT#?? unstable temp log
2021.04.18;;C0023;7;1119;P020reorder_flag=1 ???
2026.10.17;;C0023;14;1320;P044storage temp?? 22C??
2023.04.02;;C0020;7;1119;P032invoice mismatch qty??
2024.09.04;;C0017;198;1254;P050shipment_delay?? carrier=??
2026.10.21;;C0010;20;1320;P020promo RX?? code invalid
2022.01.13;;C0002;279;1117;P031reorder_flag=1 ???
2026.10.28;;C0020;22;1320;P037storage temp?? 22C??
2026.11.13;;C0022;5;2800;P021batch-check FAIL
2025.10.01;;C0015;198;1254;P027WH-02 stock_flag=LOW
2021.04.15;;C0030;99;715;P046batch-check FAIL
2025.08.25;;C0009;5;2800;P009exp_date?? unclear ###
2021.04.16;;C0020;2;715;P030LOT#?? unstable temp log
2026.04.06;;C0020;7;1119;P031exp_date?? unclear ###
2021.01.27;;C0010;9;690;P030shipment_delay?? carrier=??
2024.12.20;;C0001;8;2547;P015storage temp?? 22C??
2025.03.12;;C0015;6;2800;P004INV?? missing-line / batch exp??
2024.07.16;;C0020;7;1119;P032INV?? missing-line / batch exp??
2021.01.27;;C0025;14;688;P043exp_date?? unclear ###
2026.06.07;;C0003;6;2800;P014batch-check FAIL
2026.08.29;;C0016;7;1119;P042shipment_delay?? carrier=??
2024.05.25;;C0005;8;2547;P017batch-check FAIL
2026.10.21;;C0005;6;2800;P002INV?? missing-line / batch exp??
2026.12.30;;C0007;7;2800;P012INV?? missing-line / batch exp??
2026.02.22;;C0001;251;1218;P031reorder_flag=1 ???
2026.10.11;;C0021;23;1320;P022LOT#?? unstable temp log
2022.01.01;;C0020;231;1060;P013batch-check FAIL
2022.03.07;;C0021;216;2405;P001promo RX?? code invalid
2025.07.27;;C0013;7;1119;P027LOT#?? unstable temp log
2021.09.30;;C0004;192;2405;P001shipment_delay?? carrier=??
2021.01.10;;C0012;235;1050;P022exp_date?? unclear ###
2022.01.30;;C0030;28;2405;P001promo RX?? code invalid
2021.11.30;;C0003;198;2405;P001INV?? missing-line / batch exp??
2025.05.26;;C0006;8;2800;P004invoice mismatch qty??
2025.08.17;;C0006;7;1119;P003LOT#?? unstable temp log
2026.06.16;;C0021;8;2800;P009shipment_delay?? carrier=??
2024.03.30;;C0021;86;1254;P031promo RX?? code invalid
2023.10.25;;C0027;195;1254;P041reorder_flag=1 ???
2026.09.22;;C0010;24;1320;P035exp_date?? unclear ###
2021.01.11;;C0028;235;1050;P037INV?? missing-line / batch exp??
2023.10.20;;C0001;8;2547;P002shipment_delay?? carrier=??
2021.01.30;;C0004;14;691;P043promo RX?? code invalid
2021.02.04;;C0010;13;699;P046reorder_flag=1 ???
2023.12.03;;C0005;8;2547;P033batch-check FAIL
2024.08.19;;C0005;7;1119;P005reorder_flag=1 ???
2023.07.11;;C0004;7;1119;P013storage temp?? 22C??
2024.06.17;;C0029;8;1119;P035LOT#?? unstable temp log
2024.02.04;;C0001;246;1218;P047reorder_flag=1 ???
2021.10.20;;C0018;5;2405;P001batch-check FAIL
2021.04.18;;C0024;233;798;P030exp_date?? unclear ###
2025.01.06;;C0001;231;1218;P047shipment_delay?? carrier=??
2021.01.05;;C0022;251;2405;P001WH-02 stock_flag=LOW
2023.06.18;;C0029;8;1119;P035reorder_flag=1 ???
2024.08.24;;C0028;8;1119;P007shipment_delay?? carrier=??
2025.12.15;;C0001;231;1218;P042invoice mismatch qty??
2023.01.29;;C0023;8;2547;P015reorder_flag=1 ???
2022.07.21;;C0025;8;1119;P022invoice mismatch qty??
2023.08.12;;C0020;8;1119;P020invoice mismatch qty??
2022.11.05;;C0011;278;2348,4;P041LOT#?? unstable temp log
2021.11.21;;C0003;107;2405;P001batch-check FAIL
2023.10.23;;C0008;56;1254;P022INV?? missing-line / batch exp??
2024.09.28;;C0017;122;1254;P050exp_date?? unclear ###
2026.10.07;;C0025;8;2800;P014invoice mismatch qty??
2022.02.22;;C0022;278;1117;P019invoice mismatch qty??
2025.10.21;;C0010;8;2800;P039invoice mismatch qty??
2021.04.15;;C0023;299;2405;P001promo RX?? code invalid
2022.02.19;;C0011;278;1117;P022exp_date?? unclear ###
2021.02.05;;C0002;14;688;P024shipment_delay?? carrier=??
2023.06.01;;C0016;8;2547;P002batch-check FAIL
2021.02.06;;C0029;21;711;P046batch-check FAIL
2023.09.23;;C0005;23;1254;P020exp_date?? unclear ###
2025.06.04;;C0018;8;1119;P042exp_date?? unclear ###
2021.02.06;;C0007;9;690;P030WH-02 stock_flag=LOW
2025.09.11;;C0011;84;1254;P003storage temp?? 22C??
2022.06.15;;C0017;8;1119;P016batch-check FAIL
2026.03.26;;C0020;110;1254;P048shipment_delay?? carrier=??
2025.03.25;;C0026;9;2800;P038INV?? missing-line / batch exp??
2021.02.11;;C0022;235;1050;P048storage temp?? 22C??
2026.06.29;;C0008;8;1119;P041shipment_delay?? carrier=??
2021.08.23;;C0026;242;2405;P001exp_date?? unclear ###
2023.12.10;;C0024;278;1117;P036reorder_flag=1 ???
2023.08.29;;C0015;8;2547;P010INV?? missing-line / batch exp??
2021.03.27;;C0027;71;1254;P008shipment_delay?? carrier=??
2021.04.18;;C0007;240;715;P030batch-check FAIL
2026.10.26;;C0007;25;1320;P011reorder_flag=1 ???
2023.06.13;;C0002;8;1119;P003INV?? missing-line / batch exp??
2022.11.17;;C0017;278;1117;P042batch-check FAIL
2026.08.01;;C0007;9;2800;P021reorder_flag=1 ???
2026.09.22;;C0025;25;1320;P018invoice mismatch qty??
2026.06.08;;C0030;9;1119;P037shipment_delay?? carrier=??
2025.08.02;;C0029;9;1119;P042promo RX?? code invalid
2025.03.13;;C0009;198;1254;P049LOT#?? unstable temp log
2021.02.08;;C0021;9;690;P029shipment_delay?? carrier=??
2026.12.19;;C0006;10;2800;P014reorder_flag=1 ???
2021.08.20;;C0027;9;1119;P022batch-check FAIL
2024.11.26;;C0001;222;1218;P045shipment_delay?? carrier=??
2023.12.06;;C0001;278;1117;P023invoice mismatch qty??
2025.09.04;;C0027;10;2800;P017storage temp?? 22C??
2025.05.07;;C0026;10;2800;P002WH-02 stock_flag=LOW
2026.03.05;;C0011;44;1254;P013invoice mismatch qty??
2025.09.07;;C0007;198;1254;P036INV?? missing-line / batch exp??
2025.03.15;;C0005;198;1254;P020INV?? missing-line / batch exp??
2025.05.30;;C0026;9;1119;P013promo RX?? code invalid
2026.04.05;;C0006;10;2800;P025reorder_flag=1 ???
2023.06.28;;C0025;9;1119;P048shipment_delay?? carrier=??
2024.04.22;;C0021;9;1119;P032promo RX?? code invalid
2023.07.16;;C0019;9;1119;P041invoice mismatch qty??
2023.04.13;;C0018;9;1119;P006exp_date?? unclear ###
2021.04.19;;C0027;109;715;P024reorder_flag=1 ???
2025.01.07;;C0013;10;2800;P009invoice mismatch qty??
2025.10.31;;C0006;10;2800;P033WH-02 stock_flag=LOW
2021.04.19;;C0016;124;715;P030batch-check FAIL
2022.04.15;;C0013;279;2405;P001WH-02 stock_flag=LOW
2025.12.12;;C0008;10;2800;P033shipment_delay?? carrier=??
2024.11.14;;C0002;259;1218;P008INV?? missing-line / batch exp??
2021.02.11;;C0011;13;686;P043storage temp?? 22C??
2021.04.21;;C0012;106;805;P043exp_date?? unclear ###
2023.09.19;;C0021;8;2547;P028LOT#?? unstable temp log
2025.09.06;;C0029;10;2800;P004storage temp?? 22C??
2022.01.27;;C0013;278;1117;P011promo RX?? code invalid
2025.04.29;;C0018;9;1119;P042invoice mismatch qty??
2021.04.26;;C0019;24;715;P024shipment_delay?? carrier=??
